state_cL,ftype_cL,fsource_cL,fsink_cL,cL,pscL,state_pscL,ftype_pscL,fsource_pscL,fsink_pscL,c,psc,empty
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Agricultural Depletions-UT,UT,Outflow,Zone Land System,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Commercial-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Commercial-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Commercial-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Commercial-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Municipal and Industrial Diversions-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE,NM,Outflow,Zone Land System,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDepletions-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Industrial-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Industrial-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Livestock-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Livestock-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Livestock-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Mining-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Mining-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Mining-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Power-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Power-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/Power-NMOSE,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
CA,Internal Transfer,Zone Land System,Zone Land System,Applied Water-CA,Municipal and Industrial Depeltion-UT,UT,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDepeltion-UT,NA
WY,NA,Zone Groundwater,Atmosphere,Agricultural Consumptive Use-WY,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
WY,NA,Zone Surface Water,Atmosphere,Agricultural Consumptive Use-WY,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Irrigation Surface Water Diversions-WY,Irrigated Agriculture Diversions-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IrrigationSurfaceWaterDiversions-WY,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDiversions-NMOSE,NA
WY,Internal Transfer,Zone Surface Water,Zone Land System,Irrigation Surface Water Diversions-WY,Irrigated Agriculture Diversions-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/IrrigationSurfaceWaterDiversions-WY,http://purl.org/iow/WaterBudgetingFramework/IrrigatedAgricultureDiversions-NMOSE,NA
UT,Outflow,Zone Groundwater,Atmosphere,Agricultural Depletions-UT,Livestock Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
UT,Outflow,Zone Land System,Atmosphere,Agricultural Depletions-UT,Livestock Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
UT,Outflow,Zone Groundwater,Atmosphere,Agricultural Depletions-UT,Livestock Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
UT,Outflow,Zone Land System,Atmosphere,Agricultural Depletions-UT,Livestock Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,http://purl.org/iow/WaterBudgetingFramework/LivestockConsumptiveUse-CO,NA
UT,Outflow,Zone Groundwater,Atmosphere,Agricultural Depletions-UT,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
UT,Outflow,Zone Land System,Atmosphere,Agricultural Depletions-UT,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
UT,Outflow,Zone Groundwater,Atmosphere,Agricultural Depletions-UT,Surface Diversion to Cropland-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,http://purl.org/iow/WaterBudgetingFramework/SurfaceDiversionToCropland-UT,NA
UT,Outflow,Zone Land System,Atmosphere,Agricultural Depletions-UT,Surface Diversion to Cropland-UT,UT,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,http://purl.org/iow/WaterBudgetingFramework/SurfaceDiversionToCropland-UT,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Surface Diversion to Cropland-UT,Agricultural Depletions-UT,UT,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceDiversionToCropland-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Surface Diversion to Cropland-UT,Agricultural Depletions-UT,UT,Outflow,Zone Land System,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/SurfaceDiversionToCropland-UT,http://purl.org/iow/WaterBudgetingFramework/AgriculturalDepletions-UT,NA
UT,Outflow,Zone Surface Water,External Surface Water,Area Outflows-UT,Gaged Stream Outflow-WY,WY,Outflow,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/AreaOutflows,http://purl.org/iow/WaterBudgetingFramework/GagedStreamOutflow-WY,NA
UT,Outflow,Zone Land System,External Surface Water,Area Outflows-UT,Gaged Stream Outflow-WY,WY,Outflow,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/AreaOutflows,http://purl.org/iow/WaterBudgetingFramework/GagedStreamOutflow-WY,NA
UT,Outflow,Zone Surface Water,External Surface Water,Area Outflows-UT,Stream Outflow-CA,CA,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/AreaOutflows,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,NA
UT,Outflow,Zone Land System,External Surface Water,Area Outflows-UT,Stream Outflow-CA,CA,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/AreaOutflows,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,NA
UT,Outflow,Zone Surface Water,External Surface Water,Basin Outflow-UT,Gaged Stream Outflow-WY,WY,Outflow,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/BasinOutflow-UT,http://purl.org/iow/WaterBudgetingFramework/GagedStreamOutflow-WY,NA
WY,Outflow,Zone Surface Water,Zone Surface Water,Gaged Stream Outflow-WY,Area Outflows-UT,UT,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedStreamOutflow-WY,http://purl.org/iow/WaterBudgetingFramework/AreaOutflows,NA
WY,Outflow,Zone Surface Water,Zone Surface Water,Gaged Stream Outflow-WY,Area Outflows-UT,UT,Outflow,Zone Land System,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedStreamOutflow-WY,http://purl.org/iow/WaterBudgetingFramework/AreaOutflows,NA
WY,Outflow,Zone Surface Water,Zone Surface Water,Gaged Stream Outflow-WY,Basin Outflow-UT,UT,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedStreamOutflow-WY,http://purl.org/iow/WaterBudgetingFramework/BasinOutflow-UT,NA
CA,Outflow,Zone Surface Water,External Surface Water,Stream Outflow-CA,Area Outflows-UT,UT,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,http://purl.org/iow/WaterBudgetingFramework/AreaOutflows,NA
CA,Outflow,Zone Surface Water,External Surface Water,Stream Outflow-CA,Area Outflows-UT,UT,Outflow,Zone Land System,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,http://purl.org/iow/WaterBudgetingFramework/AreaOutflows,NA
CA,Outflow,Zone Surface Water,External Surface Water,Stream Outflow-CA,Gaged Surface Water Outflow-CO,CO,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/StreamOutfow-CA,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterOutflow-CO,NA
CO,Outflow,Zone Groundwater,External Surface Water,Exports-CO,Groundwater Export-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExport-CA,NA
CO,Outflow,Zone Groundwater,External Groundwater,Exports-CO,Groundwater Export-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExport-CA,NA
CO,Outflow,Zone Surface Water,External Surface Water,Exports-CO,Groundwater Export-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExport-CA,NA
CO,Outflow,Zone Surface Water,External Groundwater,Exports-CO,Groundwater Export-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExport-CA,NA
CO,Outflow,Zone Groundwater,External Surface Water,Exports-CO,Stored Water Export-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/StoredWaterExport-CA,NA
CO,Outflow,Zone Groundwater,External Groundwater,Exports-CO,Stored Water Export-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/StoredWaterExport-CA,NA
CO,Outflow,Zone Surface Water,External Surface Water,Exports-CO,Stored Water Export-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/StoredWaterExport-CA,NA
CO,Outflow,Zone Surface Water,External Groundwater,Exports-CO,Stored Water Export-CA,CA,Outflow,Zone Groundwater,External Groundwater,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/StoredWaterExport-CA,NA
CO,Outflow,Zone Groundwater,External Surface Water,Exports-CO,Surface Water Exports-CA,CA,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterExports-CA,NA
CO,Outflow,Zone Groundwater,External Groundwater,Exports-CO,Surface Water Exports-CA,CA,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterExports-CA,NA
CO,Outflow,Zone Surface Water,External Surface Water,Exports-CO,Surface Water Exports-CA,CA,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterExports-CA,NA
CO,Outflow,Zone Surface Water,External Groundwater,Exports-CO,Surface Water Exports-CA,CA,Outflow,Zone Surface Water,External Surface Water,http://purl.org/iow/WaterBudgetingFramework/Exports-CO,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterExports-CA,NA
UT,Inflow,External Surface Water,Zone Surface Water,Basin Inflow-UT,Gaged Stream Inflow-WY,WY,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY,NA
UT,Inflow,External Surface Water,Zone Surface Water,Basin Inflow-UT,Ungaged Surface Water Inflow-CO,CO,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,http://purl.org/iow/WaterBudgetingFramework/UngagedSurfaceWaterInflow-CO,NA
UT,Inflow,External Surface Water,Zone Surface Water,River Inflow-UT,Gaged Stream Inflow-WY,WY,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY,NA
UT,Inflow,External Surface Water,Zone Surface Water,River Inflow-UT,Ungaged Surface Water Inflow-CO,CO,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,http://purl.org/iow/WaterBudgetingFramework/UngagedSurfaceWaterInflow-CO,NA
WY,Inflow,External Surface Water,Zone Surface Water,Gaged Stream Inflow-WY,Basin Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,NA
WY,Inflow,External Surface Water,Zone Surface Water,Gaged Stream Inflow-WY,River Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,NA
WY,Inflow,External Surface Water,Zone Surface Water,Gaged Stream Inflow-WY,Tributary Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedStreamInflow-WY,http://purl.org/iow/WaterBudgetingFramework/TributaryInflow-UT,NA
CO,NA,External Surface Water,Zone Surface Water,Gaged Surface Water Inflow-CO,Basin Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,NA
CO,NA,External Surface Water,Zone Surface Water,Gaged Surface Water Inflow-CO,River Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,NA
CO,NA,External Surface Water,Zone Surface Water,Gaged Surface Water Inflow-CO,Stream Inflow-CA,CA,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,NA
CO,NA,External Surface Water,Zone Surface Water,Gaged Surface Water Inflow-CO,Tributary Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/GagedSurfaceWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/TributaryInflow-UT,NA
CO,Inflow,External Surface Water,Zone Surface Water,Ungaged Surface Water Inflow-CO,Basin Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/UngagedSurfaceWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/BasinInflow-UT,NA
CO,Inflow,External Surface Water,Zone Surface Water,Ungaged Surface Water Inflow-CO,River Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/UngagedSurfaceWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/RiverInflow-UT,NA
CO,Inflow,External Surface Water,Zone Surface Water,Ungaged Surface Water Inflow-CO,Stream Inflow-CA,CA,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/UngagedSurfaceWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,NA
CO,Inflow,External Surface Water,Zone Surface Water,Ungaged Surface Water Inflow-CO,Tributary Inflow-UT,UT,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/UngagedSurfaceWaterInflow-CO,http://purl.org/iow/WaterBudgetingFramework/TributaryInflow-UT,NA
CA,Inflow,External Surface Water,Zone Surface Water,Stream Inflow-CA,Ungaged Surface Water Inflow-CO,CO,Inflow,External Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/StreamInflow-CA,http://purl.org/iow/WaterBudgetingFramework/UngagedSurfaceWaterInflow-CO,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Commercial-NMOSE,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Commercial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Commercial-NMOSE,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Commercial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Commercial-NMOSE,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Commercial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Commercial-NMOSE,Municipal and Industrial Consumptive Use-CO,CO,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/Commercial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialConsumptiveUse-CO,NA
NM,Internal Transfer,Zone Groundwater,Zone Land System,Commercial-NMOSE,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Commercial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
NM,Internal Transfer,Zone Surface Water,Zone Land System,Commercial-NMOSE,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/Commercial-NMOSE,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Municipal and Industrial Diversions-UT,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Municipal and Industrial Diversions-UT,Groundwater Extraction-CA,CA,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Municipal and Industrial Diversions-UT,Surface Water Diversions-CA,CA,Internal Transfer,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Municipal and Industrial Diversions-UT,Surface Water Diversions-CA,CA,Internal Transfer,Zone Surface Water,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDiversions-CA,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Municipal and Industrial Diversions-UT,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Municipal and Industrial Diversions-UT,Applied Water-CA,CA,Internal Transfer,Zone Land System,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/AppliedWater-CA,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Municipal and Industrial Diversions-UT,Industrial Consumptive Use-WY,WY,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Municipal and Industrial Diversions-UT,Industrial Consumptive Use-WY,WY,Outflow,Zone Groundwater,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Municipal and Industrial Diversions-UT,Industrial Consumptive Use-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Municipal and Industrial Diversions-UT,Industrial Consumptive Use-WY,WY,Outflow,Zone Surface Water,Atmosphere,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/IndustrialConsumptiveUse-WY,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Municipal and Industrial Diversions-UT,Industrial Total Use-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Municipal and Industrial Diversions-UT,Industrial Total Use-WY,WY,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Municipal and Industrial Diversions-UT,Industrial Total Use-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Municipal and Industrial Diversions-UT,Industrial Total Use-WY,WY,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/IndustrialTotalUse-WY,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Municipal and Industrial Diversions-UT,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Municipal and Industrial Diversions-UT,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Groundwater,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
UT,Internal Transfer,Zone Groundwater,Zone Land System,Municipal and Industrial Diversions-UT,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
UT,Internal Transfer,Zone Surface Water,Zone Land System,Municipal and Industrial Diversions-UT,Public Water Supply-NMOSE,NM,Internal Transfer,Zone Surface Water,Zone Land System,http://purl.org/iow/WaterBudgetingFramework/MunicipalAndIndustrialDiversions-UT,http://purl.org/iow/WaterBudgetingFramework/PublicWaterSupply-NMOSE,NA
CO,Inflow,Atmosphere,Zone Land System,Precipitation-CO,Precipitation on Lakes-CA,CA,Inflow,Atmosphere,Zone Surface Water,http://purl.org/iow/WaterBudgetingFramework/Precipitation-CO,http://purl.org/iow/WaterBudgetingFramework/PrecipitationOnLakes-CA,NA
