j,jL,c,cL,em,emL,p,pL,ds,dsL
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/PRISM,PRISM
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/SWRCBWaterConservationPortal,SWRCB Water Conservation Portal
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/GroundwaterExtraction-CA,Groundwater Extraction-CA,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/IrrigationEfficiency,Irrigation Efficiency,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/IrrigationRecharge,Irrigation Recharge,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/PrecipitationVolumeForAgriculturalArea,Precipitation Volume for Agricultural Area,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29DemandCalculator,CA Integrated Water Flow Model (IWFM) Demand Calculator
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/Cal-SIMETAWUnitValues,Cal-SIMETAW Unit Values
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaAgriculturalLandAndWaterUseEstimates,California Agricultural Land and Water Use Estimates
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaCentralValleySimulation%28C2VSim%29,California Central Valley Simulation (C2VSim)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaWaterPlanPortfolio,California Water Plan Portfolio
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM2,CALSIM2
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/USDANaturalResourcesConservationServiceGeospatialWebSoilSurvey,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/USGSPublications,USGS Publications
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/ReturnFlow-CA,Return Flow-CA,http://purl.org/iow/WaterBudgetingFramework/USGSSurface-WaterDataForCalifornia,USGS Surface-Water Data for California
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/RunoffVolume,Runoff Volume,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CADWRBulletin132%3AManagementOfTheCaliforniaStateWaterProject,CA DWR Bulletin 132: Management of the California State Water Project
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/DWRLandUseSurveys,CA DWR Land Use Surveys
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CAIntegratedWaterFlowModel%28IWFM%29,CA Integrated Water Flow Model (IWFM)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CAUrbanWaterManagementPlans,CA Urban Water Management Plans
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/Cal-SIMETAWUnitValues,Cal-SIMETAW Unit Values
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaAgriculturalLandAndWaterUseEstimates,California Agricultural Land and Water Use Estimates
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaCentralValleySimulation%28C2VSim%29,California Central Valley Simulation (C2VSim)
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CaliforniaWaterPlanPortfolio,California Water Plan Portfolio
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/CALSIM2,CALSIM2
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/LocalAgencyRecords,Local Agency Records
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/MODFLOW-OWHM%3AOneWaterHydrologicFlowModel,MODFLOW-OWHM: One Water Hydrologic Flow Model
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/SWRCBWaterConservationPortal,SWRCB Water Conservation Portal
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/CropETApproach,Crop ET Approach,http://purl.org/iow/WaterBudgetingFramework/SurfaceWaterDelivery-CA,Surface Water Delivery-CA,http://purl.org/iow/WaterBudgetingFramework/USBRCentralValleyProjectRefugeWaterDeliveryData,USBR Central Valley Project Refuge Water Delivery Data
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/Water-DutyBasedApproach,Water-Duty Based Approach,http://purl.org/iow/WaterBudgetingFramework/AcreageByCropType,Acreage by Crop Type,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/Water-DutyBasedApproach,Water-Duty Based Approach,http://purl.org/iow/WaterBudgetingFramework/IrrigationEfficiency,Irrigation Efficiency,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/CA,CA,http://purl.org/iow/WaterBudgetingFramework/AgriculturalAppliedWater-CA,Agricultural Applied Water-CA,http://purl.org/iow/WaterBudgetingFramework/Water-DutyBasedApproach,Water-Duty Based Approach,http://purl.org/iow/WaterBudgetingFramework/WaterDutyRateByCrop,Water Duty Rate by Crop,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/WY,WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/CropIrrigationRequirementEstimationMethod,Crop Irrigation Requirement Estimation Method,http://purl.org/iow/WaterBudgetingFramework/AgriculturalPotentialConsumptiveUse-UT,Agricultural Potential Consumptive Use-UT,http://purl.org/iow/WaterBudgetingFramework/NationalOceanicAndAtmosphericAdministrationStations,National Oceanic and Atmospheric Administration Stations
http://purl.org/iow/WaterBudgetingFramework/WY,WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/CropIrrigationRequirementEstimationMethod,Crop Irrigation Requirement Estimation Method,http://purl.org/iow/WaterBudgetingFramework/AgriculturalPotentialConsumptiveUse-UT,Agricultural Potential Consumptive Use-UT,http://purl.org/iow/WaterBudgetingFramework/PRISM,PRISM
http://purl.org/iow/WaterBudgetingFramework/WY,WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/CropIrrigationRequirementEstimationMethod,Crop Irrigation Requirement Estimation Method,http://purl.org/iow/WaterBudgetingFramework/AgriculturalPotentialConsumptiveUse-UT,Agricultural Potential Consumptive Use-UT,http://purl.org/iow/WaterBudgetingFramework/Unknown,Unknown
http://purl.org/iow/WaterBudgetingFramework/WY,WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/CropIrrigationRequirementEstimationMethod,Crop Irrigation Requirement Estimation Method,http://purl.org/iow/WaterBudgetingFramework/EffectivePrecipitation,Effective Precipitation,http://purl.org/iow/WaterBudgetingFramework/NationalClimaticDataCenter%27sClimatographyOfTheUnitedStatesNo.81,National Climatic Data Center's Climatography of the United States No. 81
http://purl.org/iow/WaterBudgetingFramework/WY,WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/CropIrrigationRequirementEstimationMethod,Crop Irrigation Requirement Estimation Method,http://purl.org/iow/WaterBudgetingFramework/EffectivePrecipitation,Effective Precipitation,http://purl.org/iow/WaterBudgetingFramework/NationalOceanicAndAtmosphericAdministrationStations,National Oceanic and Atmospheric Administration Stations
http://purl.org/iow/WaterBudgetingFramework/WY,WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/CropIrrigationRequirementEstimationMethod,Crop Irrigation Requirement Estimation Method,http://purl.org/iow/WaterBudgetingFramework/EffectivePrecipitation,Effective Precipitation,http://purl.org/iow/WaterBudgetingFramework/NationalWeatherServiceStations,National Weather Service Stations
http://purl.org/iow/WaterBudgetingFramework/WY,WY,http://purl.org/iow/WaterBudgetingFramework/AgriculturalConsumptiveUse-WY,Agricultural Consumptive Use-WY,http://purl.org/iow/WaterBudgetingFramework/CropIrrigationRequirementEstimationMethod,Crop Irrigation Requirement Estimation Method,http://purl.org/iow/WaterBudgetingFramework/EffectivePrecipitation,Effective Precipitation,http://purl.org/iow/WaterBudgetingFramework/NaturalResourcesConservationServiceStations%28NRCS%29,Natural Resources Conservation Service Stations (NRCS)
