jL,cL,fsourceL,fsinkL,ftypeL,scL,pscL,exmL
Green River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Power-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Groundwater,Atmosphere,Outflow,Total Land System Inflow-CA,Surface Water Diversions-CA,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Groundwater Extraction-CA,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Coalbed Methand Production-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Electrical Generation-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Mine Production-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Miscellaneous-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Natural Gas-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Industrial: Oil and Gas-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Mining-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Municipal and Industrial Depeltion-UT,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Municipal and Industrial Diversions-UT,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Power-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Applied Water-CA,Surface Water Diversions-CA,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Groundwater Extraction-CA,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Coalbed Methand Production-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Electrical Generation-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Mine Production-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Miscellaneous-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Natural Gas-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial: Oil and Gas-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Mining-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Depeltion-UT,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal and Industrial Diversions-UT,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Power-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Surface Water Diversions-CA,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Groundwater Extraction-CA,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Coalbed Methand Production-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Electrical Generation-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Mine Production-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Miscellaneous-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Natural Gas-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Industrial: Oil and Gas-WY,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Mining-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Power-NMOSE,NA
Green River,Industrial Consumptive Use,Zone Surface Water,Atmosphere,Outflow,Total Land System Inflow-CA,Surface Water Diversions-CA,NA
Green River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Groundwater Extraction-CA,NA
Green River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial-NMOSE,NA
Green River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Coalbed Methand Production-WY,NA
Green River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Electrical Generation-WY,NA
Green River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Mine Production-WY,NA
Green River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Miscellaneous-WY,NA
Green River,Industrial Total Use,Zone Groundwater,Zone Land System,Internal Transfer,Applied Water-CA,Industrial: Oil and Gas-WY,NA
