jL,cL,fsourceL,fsinkL,ftypeL,scL,pscL,exmL
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Land System Outflow-CA,Surface Diversion to Cropland-UT,Irrigated Agriculture Depletions-NMOSE
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Applied Water-CA,Agricultural Depletions-UT
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Applied Water-CA,Crop Consumptive Use-CO
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Livestock Consumptive Use-CO,Agricultural Consumptive Use-WY
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Livestock Consumptive Use-CO,Agricultural Depletions-UT
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Livestock Consumptive Use-CO,Crop Consumptive Use-CO
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Livestock Consumptive Use-CO,Irrigated Agriculture Depletions-NMOSE
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Surface Diversion to Cropland-UT,Agricultural Consumptive Use-WY
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Surface Diversion to Cropland-UT,Agricultural Depletions-UT
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Surface Diversion to Cropland-UT,Crop Consumptive Use-CO
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Inflow-CA,Surface Diversion to Cropland-UT,Irrigated Agriculture Depletions-NMOSE
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Consumptive Use-WY
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Applied Water-CA,Agricultural Depletions-UT
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Applied Water-CA,Crop Consumptive Use-CO
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Applied Water-CA,Irrigated Agriculture Depletions-NMOSE
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Livestock Consumptive Use-CO,Agricultural Consumptive Use-WY
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Livestock Consumptive Use-CO,Agricultural Depletions-UT
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Livestock Consumptive Use-CO,Crop Consumptive Use-CO
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Livestock Consumptive Use-CO,Irrigated Agriculture Depletions-NMOSE
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Surface Diversion to Cropland-UT,Agricultural Consumptive Use-WY
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Surface Diversion to Cropland-UT,Agricultural Depletions-UT
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Surface Diversion to Cropland-UT,Crop Consumptive Use-CO
UT,Agricultural Depletions,Zone Land System,Atmosphere,Outflow,Total Surface Water Outflow-CA,Surface Diversion to Cropland-UT,Irrigated Agriculture Depletions-NMOSE
UT,Agricultural Potential Consumptive Use,Zone Groundwater,Zone Land System,Internal Transfer,NA,NA,NA
UT,Agricultural Potential Consumptive Use,Zone Surface Water,Zone Land System,Internal Transfer,NA,NA,NA
UT,Area Outflows,Zone Land System,External Surface Water,Outflow,Exports-CO,Gaged Stream Outflow-WY,Area Outflows-UT
UT,Area Outflows,Zone Land System,External Surface Water,Outflow,Exports-CO,Gaged Stream Outflow-WY,Total Surface Water Outflow-CA
UT,Area Outflows,Zone Land System,External Surface Water,Outflow,Exports-CO,Stream Outflow-CA,Area Outflows-UT
UT,Area Outflows,Zone Land System,External Surface Water,Outflow,Exports-CO,Stream Outflow-CA,Total Surface Water Outflow-CA
UT,Area Outflows,Zone Surface Water,External Surface Water,Outflow,Exports-CO,Gaged Stream Outflow-WY,Area Outflows-UT
UT,Area Outflows,Zone Surface Water,External Surface Water,Outflow,Exports-CO,Gaged Stream Outflow-WY,Total Surface Water Outflow-CA
UT,Area Outflows,Zone Surface Water,External Surface Water,Outflow,Exports-CO,Stream Outflow-CA,Area Outflows-UT
UT,Area Outflows,Zone Surface Water,External Surface Water,Outflow,Exports-CO,Stream Outflow-CA,Total Surface Water Outflow-CA
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Stream Inflow-WY,Basin Inflow-UT
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Stream Inflow-WY,River Inflow-UT
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Stream Inflow-WY,Stream Inflow-CA
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Stream Inflow-WY,Surface Water Inflows-NM
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,Basin Inflow-UT
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,River Inflow-UT
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,Stream Inflow-CA
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,Surface Water Inflows-NM
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,Basin Inflow-UT
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,River Inflow-UT
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,Stream Inflow-CA
UT,Basin Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,Surface Water Inflows-NM
UT,Basin Outflow,Zone Surface Water,External Surface Water,Outflow,Exports-CO,Gaged Stream Outflow-WY,Basin Outflow-UT
UT,Basin Outflow,Zone Surface Water,External Surface Water,Outflow,Exports-CO,Gaged Stream Outflow-WY,Stream Outflow-CA
UT,Basin Outflow,Zone Surface Water,External Surface Water,Outflow,Total Surface Water Outflow-CA,Gaged Stream Outflow-WY,Basin Outflow-UT
UT,Basin Outflow,Zone Surface Water,External Surface Water,Outflow,Total Surface Water Outflow-CA,Gaged Stream Outflow-WY,Stream Outflow-CA
UT,Cropland Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-CA,NA,NA
UT,Cropland Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-CO,NA,NA
UT,Cropland Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-NM,NA,NA
UT,Cropland Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-UT,NA,NA
UT,Cropland Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-WY,NA,NA
UT,Cropland Precipitation,Atmosphere,Zone Land System,Inflow,Total Land System Inflow-CA,NA,NA
UT,Groundwater Use,Zone Groundwater,Zone Land System,Internal Transfer,NA,NA,Groundwater Extraction-CA
UT,Groundwater Use,Zone Groundwater,Zone Land System,Internal Transfer,NA,NA,Groundwater Use-UT
UT,Groundwater Use,Zone Groundwater,Zone Land System,Internal Transfer,NA,NA,Pumped Groundwater-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Applied Water-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Applied Water-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Groundwater Extraction-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Groundwater Extraction-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial Consumptive Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial Consumptive Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial Total Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial Total Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal Consumptive Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal Consumptive Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal Total Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal Total Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Surface Water Diversions-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Surface Water Diversions-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Applied Water-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Applied Water-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Groundwater Extraction-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Groundwater Extraction-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Industrial Consumptive Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Industrial Consumptive Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Industrial Total Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Industrial Total Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Municipal Consumptive Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Municipal Consumptive Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Municipal Total Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Municipal Total Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Surface Water Diversions-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Groundwater,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Surface Water Diversions-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Applied Water-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Applied Water-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Groundwater Extraction-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Groundwater Extraction-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial Consumptive Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial Consumptive Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial Total Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Industrial Total Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal Consumptive Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal Consumptive Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal Total Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Municipal Total Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Surface Water Diversions-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Consumptive Use-CO,Surface Water Diversions-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Applied Water-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Applied Water-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Groundwater Extraction-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Groundwater Extraction-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Industrial Consumptive Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Industrial Consumptive Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Industrial Total Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Industrial Total Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Municipal Consumptive Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Municipal Consumptive Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Municipal Total Use-WY,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Municipal Total Use-WY,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Surface Water Diversions-CA,Municipal and Industrial Consumptive Use-CO
UT,Municipal and Industrial Depeltion,Zone Surface Water,Atmosphere,Outflow,Municipal and Industrial Diversions-UT,Surface Water Diversions-CA,Municipal and Industrial Depeltion-UT
UT,Municipal and Industrial Diversions,Zone Groundwater,Zone Land System,Internal Transfer,NA,Applied Water-CA,NA
UT,Municipal and Industrial Diversions,Zone Groundwater,Zone Land System,Internal Transfer,NA,Groundwater Extraction-CA,NA
UT,Municipal and Industrial Diversions,Zone Groundwater,Zone Land System,Internal Transfer,NA,Industrial Consumptive Use-WY,NA
UT,Municipal and Industrial Diversions,Zone Groundwater,Zone Land System,Internal Transfer,NA,Industrial Total Use-WY,NA
UT,Municipal and Industrial Diversions,Zone Groundwater,Zone Land System,Internal Transfer,NA,Municipal Consumptive Use-WY,NA
UT,Municipal and Industrial Diversions,Zone Groundwater,Zone Land System,Internal Transfer,NA,Municipal Total Use-WY,NA
UT,Municipal and Industrial Diversions,Zone Groundwater,Zone Land System,Internal Transfer,NA,Public Water Supply-NMOSE,NA
UT,Municipal and Industrial Diversions,Zone Groundwater,Zone Land System,Internal Transfer,NA,Surface Water Diversions-CA,NA
UT,Municipal and Industrial Diversions,Zone Surface Water,Zone Land System,Internal Transfer,NA,Applied Water-CA,NA
UT,Municipal and Industrial Diversions,Zone Surface Water,Zone Land System,Internal Transfer,NA,Groundwater Extraction-CA,NA
UT,Municipal and Industrial Diversions,Zone Surface Water,Zone Land System,Internal Transfer,NA,Industrial Consumptive Use-WY,NA
UT,Municipal and Industrial Diversions,Zone Surface Water,Zone Land System,Internal Transfer,NA,Industrial Total Use-WY,NA
UT,Municipal and Industrial Diversions,Zone Surface Water,Zone Land System,Internal Transfer,NA,Municipal Consumptive Use-WY,NA
UT,Municipal and Industrial Diversions,Zone Surface Water,Zone Land System,Internal Transfer,NA,Municipal Total Use-WY,NA
UT,Municipal and Industrial Diversions,Zone Surface Water,Zone Land System,Internal Transfer,NA,Public Water Supply-NMOSE,NA
UT,Municipal and Industrial Diversions,Zone Surface Water,Zone Land System,Internal Transfer,NA,Surface Water Diversions-CA,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Applied Water-CA,Industrial Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Applied Water-CA,Municipal Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Municipal and Industrial Diversions-UT,Industrial Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Municipal and Industrial Diversions-UT,Municipal Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Return Flow-CA,Industrial Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Return Flow-CA,Municipal Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Land System Inflow-CA,Industrial Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Land System Inflow-CA,Municipal Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Land System Outflow-CA,Industrial Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Land System Outflow-CA,Municipal Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Surface Water Inflow-CA,Industrial Total Use-WY,NA
UT,Municipal and Industrial Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Surface Water Inflow-CA,Municipal Total Use-WY,NA
UT,Natural System Use,Zone Land System,Atmosphere,Outflow,NA,Native Vegetation Consumptive Use-CO,Evapotranspiration-CA
UT,Natural System Use,Zone Land System,Atmosphere,Outflow,NA,Native Vegetation Consumptive Use-CO,Native Vegetation Consumptive Use-CO
UT,Natural System Use,Zone Land System,Atmosphere,Outflow,NA,Native Vegetation Consumptive Use-CO,Natural System Use-UT
UT,Natural System Use,Zone Surface Water,Atmosphere,Outflow,NA,Native Vegetation Consumptive Use-CO,Evapotranspiration-CA
UT,Natural System Use,Zone Surface Water,Atmosphere,Outflow,NA,Native Vegetation Consumptive Use-CO,Native Vegetation Consumptive Use-CO
UT,Natural System Use,Zone Surface Water,Atmosphere,Outflow,NA,Native Vegetation Consumptive Use-CO,Natural System Use-UT
UT,Precipitation,Atmosphere,Zone Land System,Inflow,NA,Precipitation on Lakes-CA,Precipitation-CA
UT,Precipitation,Atmosphere,Zone Land System,Inflow,NA,Precipitation on Lakes-CA,Precipitation-CO
UT,Precipitation,Atmosphere,Zone Land System,Inflow,NA,Precipitation on Lakes-CA,Precipitation-NM
UT,Precipitation,Atmosphere,Zone Land System,Inflow,NA,Precipitation on Lakes-CA,Precipitation-UT
UT,Precipitation,Atmosphere,Zone Land System,Inflow,NA,Precipitation on Lakes-CA,Precipitation-WY
UT,Pumped Groundwater,Zone Groundwater,Zone Land System,Internal Transfer,NA,NA,Groundwater Extraction-CA
UT,Pumped Groundwater,Zone Groundwater,Zone Land System,Internal Transfer,NA,NA,Groundwater Use-UT
UT,Pumped Groundwater,Zone Groundwater,Zone Land System,Internal Transfer,NA,NA,Pumped Groundwater-UT
UT,Reservoir Evaporation,Zone Surface Water,Atmosphere,Outflow,Lake Evaporation-CA,NA,Evaporation from Reservoirs-NMOSE
UT,Reservoir Evaporation,Zone Surface Water,Atmosphere,Outflow,Lake Evaporation-CA,NA,Reservoir Evaporation-CO
UT,Reservoir Evaporation,Zone Surface Water,Atmosphere,Outflow,Lake Evaporation-CA,NA,Reservoir Evaporation-UT
UT,Reservoir Evaporation,Zone Surface Water,Atmosphere,Outflow,Lake Evaporation-CA,NA,Reservoir Evaporation-WY
UT,Reservoir Evaporation,Zone Surface Water,Atmosphere,Outflow,Total Surface Water Outflow-CA,NA,Evaporation from Reservoirs-NMOSE
UT,Reservoir Evaporation,Zone Surface Water,Atmosphere,Outflow,Total Surface Water Outflow-CA,NA,Reservoir Evaporation-CO
UT,Reservoir Evaporation,Zone Surface Water,Atmosphere,Outflow,Total Surface Water Outflow-CA,NA,Reservoir Evaporation-UT
UT,Reservoir Evaporation,Zone Surface Water,Atmosphere,Outflow,Total Surface Water Outflow-CA,NA,Reservoir Evaporation-WY
UT,Riparian Depletions,Zone Land System,Atmosphere,Outflow,Evapotranspiration-CA,Native Vegetation Consumptive Use-CO,NA
UT,Riparian Depletions,Zone Land System,Atmosphere,Outflow,Native Vegetation Consumptive Use-CO,Native Vegetation Consumptive Use-CO,NA
UT,Riparian Depletions,Zone Land System,Atmosphere,Outflow,Natural System Use-UT,Native Vegetation Consumptive Use-CO,NA
UT,Riparian Depletions,Zone Land System,Atmosphere,Outflow,Total Land System Outflow-CA,Native Vegetation Consumptive Use-CO,NA
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Stream Inflow-WY,Basin Inflow-UT
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Stream Inflow-WY,River Inflow-UT
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Stream Inflow-WY,Stream Inflow-CA
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Stream Inflow-WY,Surface Water Inflows-NM
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,Basin Inflow-UT
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,River Inflow-UT
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,Stream Inflow-CA
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,Surface Water Inflows-NM
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,Basin Inflow-UT
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,River Inflow-UT
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,Stream Inflow-CA
UT,River Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,Surface Water Inflows-NM
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Agricultural Depletions-UT,NA,NA
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Agricultural Potential Consumptive Use-UT,NA,NA
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Applied Water-CA,NA,NA
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Crop Consumptive Use-CO,NA,NA
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Evapotranspiration-CA,NA,NA
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Surface Water Diversions-CA,NA,NA
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Inflow-CA,NA,NA
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Total Land System Outflow-CA,NA,NA
UT,River Use By Wet Pasture,Zone Surface Water,Zone Land System,Internal Transfer,Total Surface Water Inflow-CA,NA,NA
